region,base_sku,branch,status,first_observed_month,last_observed_month,last_positive_month,months_since_last_positive,exclusion_reason
MT-TNG,14.L1.60120.61284055,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284055,081,Vô hiệu hóa,2024-10-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.60120.61284057,000,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,019,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,022,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61284057,050,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,060,Vô hiệu hóa,2024-05-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,061,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61284057,063,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61284057,065,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61284057,067,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61284057,069,Vô hiệu hóa,2024-06-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61284057,071,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,076,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61284057,079,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61284057,081,Vô hiệu hóa,2024-05-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.60120.61285055,000,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61285055,001,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285055,015,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61285055,019,Vô hiệu hóa,2024-05-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285055,050,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285055,063,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285055,065,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61285055,081,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.60120.61285056,000,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61285056,001,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61285056,008,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,14.L1.60120.61285056,010,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285056,011,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285056,015,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285056,016,Vô hiệu hóa,2024-10-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285056,017,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,14.L1.60120.61285056,024,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,14.L1.60120.61285056,049,Vô hiệu hóa,2024-01-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,14.L1.60120.US6803,008,Vô hiệu hóa,2024-12-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66122301,099,Vô hiệu hóa,2024-09-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.6060.66122301,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66122302,008,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66122302,011,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66122305,001,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66132301,008,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66144304,008,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66144304,015,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66181023,010,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181023,012,Vô hiệu hóa,2025-02-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181023,014,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66181023,018,Vô hiệu hóa,2024-09-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66181023,019,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181023,023,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66181023,063,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181033,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66181033,010,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66181033,050,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181033,059,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66181033,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66187024,071,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66187024,099,Vô hiệu hóa,2024-09-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.6060.66187024,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66187024U,017,Vô hiệu hóa,2024-12-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66187024U,049,Vô hiệu hóa,2024-06-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66187024U,064,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66187024U,069,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66187024U,073,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66187024U,079,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66187024U,081,Vô hiệu hóa,2024-01-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66262002,001,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66262002,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282011,002,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282011,008,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282011,010,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282011,013,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282011,015,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282011,022,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282011,024,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282011,049,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282011,099,Vô hiệu hóa,2025-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.6060.66282011,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282013,017,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282013,059,Vô hiệu hóa,2024-09-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282013,079,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282015,050,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282015,059,Vô hiệu hóa,2024-09-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282015,095,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
Chưa xác định,14.L1.6060.66282016,000,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282016,008,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282016,010,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282016,013,Vô hiệu hóa,2024-04-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282016,015,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282016,016,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282016,018,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,14.L1.6060.66282016,019,Vô hiệu hóa,2024-01-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282016,023,Vô hiệu hóa,2024-05-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282016,024,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,14.L1.6060.66282016,063,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,14.L1.6060.66282016,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
